userId,movieId,title,predicted_rating
580,2183,"Man Who Knew Too Much, The (1956)",5.8499165
580,6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",5.845262
580,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),5.8450413
580,8207,"Day of the Jackal, The (1973)",5.8332367
580,4482,"Bright Lights, Big City (1988)",5.7943993
580,25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",5.785978
580,40581,Just Friends (2005),5.7764506
580,86347,Louis C.K.: Chewed Up (2008),5.7756915
580,2259,Blame It on Rio (1984),5.761235
580,104875,"History of Future Folk, The (2012)",5.76009
580,2356,Celebrity (1998),5.7467594
580,2034,"Black Hole, The (1979)",5.7325788
580,103141,Monsters University (2013),5.730346
580,4102,Eddie Murphy Raw (1987),5.7092795
580,133419,Pitch Perfect 2 (2015),5.7060223
580,2905,Sanjuro (Tsubaki Sanjûrô) (1962),5.7056417
580,106920,Her (2013),5.6969056
580,4144,In the Mood For Love (Fa yeung nin wa) (2000),5.6813984
530,5048,Snow Dogs (2002),11.864013
530,4941,Flash Gordon (1980),10.587337
530,674,Barbarella (1968),10.416277
530,70994,Halloween II (2009),10.325344
530,70946,Troll 2 (1990),9.799532
530,3134,Grand Illusion (La grande illusion) (1937),9.540175
530,89118,"Skin I Live In, The (La piel que habito) (2011)",9.528704
530,2936,Sullivan's Travels (1941),9.297652
530,158783,The Handmaiden (2016),9.228512
530,7579,Pride and Prejudice (1940),9.204861
530,85,Angels and Insects (1995),9.155219
530,4356,Gentlemen Prefer Blondes (1953),8.980411
530,3018,Re-Animator (1985),8.822105
530,173291,Valerian and the City of a Thousand Planets (2017),8.757335
530,56145,"Mist, The (2007)",8.748824
530,8638,Before Sunset (2004),8.738201
530,1191,Madonna: Truth or Dare (1991),8.6657715
530,4799,"It's a Mad, Mad, Mad, Mad World (1963)",8.5182905
530,7387,Dawn of the Dead (1978),8.49532
530,446,Farewell My Concubine (Ba wang bie ji) (1993),8.47666
530,3201,Five Easy Pieces (1970),8.474778
530,599,"Wild Bunch, The (1969)",8.473785
530,25850,Holiday (1938),8.451947
530,51931,Reign Over Me (2007),8.44503
530,1952,Midnight Cowboy (1969),8.3870535
530,4474,Beaches (1988),8.348791
530,1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",8.335605
530,1542,Brassed Off (1996),8.300567
530,104879,Prisoners (2013),8.221088
530,1260,M (1931),8.217104
530,4442,"Last Dragon, The (1985)",8.163288
530,2971,All That Jazz (1979),8.082829
530,44788,This Film Is Not Yet Rated (2006),8.04692
530,3441,Red Dawn (1984),8.020746
530,8376,Napoleon Dynamite (2004),8.00467
530,1212,"Third Man, The (1949)",7.923427
530,1809,Fireworks (Hana-bi) (1997),7.8953967
530,1147,When We Were Kings (1996),7.889408
530,53127,Bug (2007),7.8554716
530,26258,"Topo, El (1970)",7.8379297
530,945,Top Hat (1935),7.8204346
530,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",7.802284
530,7256,Touching the Void (2003),7.7998424
530,4289,"City of Women, The (Città delle donne, La) (1980)",7.7969146
530,130634,Furious 7 (2015),7.7885075
530,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),7.782309
530,68237,Moon (2009),7.7753725
530,3503,Solaris (Solyaris) (1972),7.771461
530,2318,Happiness (1998),7.7640023
530,2829,"Muse, The (1999)",7.7520595
210,2693,Trekkies (1997),7.375721
210,49932,Inland Empire (2006),7.2468815
210,3925,Stranger Than Paradise (1984),7.159395
210,1187,Passion Fish (1992),7.0439763
210,26171,Play Time (a.k.a. Playtime) (1967),6.9130616
210,86320,Melancholia (2011),6.7819324
210,8372,Garfield: The Movie (2004),6.683362
210,3513,Rules of Engagement (2000),6.6614795
210,44974,Hard Candy (2005),6.5200596
210,4437,Suspiria (1977),6.4747148
210,80139,Jackass 2.5 (2007),6.468959
210,1957,Chariots of Fire (1981),6.398505
210,6650,Kind Hearts and Coronets (1949),6.3622565
210,971,Cat on a Hot Tin Roof (1958),6.345716
210,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",6.3186984
210,89753,Tinker Tailor Soldier Spy (2011),6.3068156
210,45668,"Lake House, The (2006)",6.2598577
210,3036,"Quest for Fire (Guerre du feu, La) (1981)",6.231877
210,32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),6.193808
210,166461,Moana (2016),6.1910505
210,6932,Shattered Glass (2003),6.14747
210,78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),6.129984
210,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),6.129002
210,85881,Win Win (2011),6.1033206
210,945,Top Hat (1935),6.100014
210,1939,"Best Years of Our Lives, The (1946)",6.093523
210,27882,Riding Giants (2004),6.05904
210,33090,Mutant Aliens (2001),6.042947
210,4880,Life as a House (2001),6.04172
210,88746,Terri (2011),5.966186
210,73266,Youth in Revolt (2009),5.9546676
210,3347,Never Cry Wolf (1983),5.950228
210,7121,Adam's Rib (1949),5.929914
210,6645,THX 1138 (1971),5.928548
210,98279,"Fantastic Fear of Everything, A (2012)",5.9023175
210,158882,All Yours (2016),5.8875084
210,158398,World of Glory (1991),5.8875084
210,157775,Tenchi Muyô! In Love (1996),5.8875084
210,156025,Ice Age: The Great Egg-Scapade (2016),5.8875084
210,150554,The Love Bug (1997),5.8875084
210,149566,Unicorn City (2012),5.8875084
210,149508,Spellbound (2011),5.8875084
210,149350,Lumberjack Man (2015),5.8875084
210,147410,A Perfect Day (2015),5.8875084
210,146684,Cosmic Scrat-tastrophe (2015),5.8875084
210,143559,L.A. Slasher (2015),5.8875084
210,143031,Jump In! (2007),5.8875084
210,142444,The Editor (2015),5.8875084
210,141928,Bloodsucking Bastards (2015),5.8875084
210,140133,Hollywood Chainsaw Hookers (1988),5.8875084
300,70946,Troll 2 (1990),7.7545795
300,70994,Halloween II (2009),7.006193
300,95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),6.7984834
300,1212,"Third Man, The (1949)",6.6524115
300,53127,Bug (2007),6.647203
300,720,Wallace & Gromit: The Best of Aardman Animation (1996),6.4824257
300,1966,Metropolitan (1990),6.4805746
300,89118,"Skin I Live In, The (La piel que habito) (2011)",6.4139733
300,170355,Mulholland Dr. (1999),6.3823376
300,5048,Snow Dogs (2002),6.1246634
300,158783,The Handmaiden (2016),6.115858
300,4642,Hedwig and the Angry Inch (2000),6.09647
300,1147,When We Were Kings (1996),6.0956707
300,8607,Tokyo Godfathers (2003),6.0842323
300,3201,Five Easy Pieces (1970),6.0578294
300,1260,M (1931),6.05102
300,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",6.038293
300,1209,Once Upon a Time in the West (C'era una volta il West) (1968),6.0102763
300,96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),6.0019255
300,1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",5.9863963
300,918,Meet Me in St. Louis (1944),5.983473
300,1251,8 1/2 (8½) (1963),5.9671764
300,3494,True Grit (1969),5.9648924
300,938,Gigi (1958),5.9524984
300,6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),5.8939404
300,26258,"Topo, El (1970)",5.892912
300,8951,Vera Drake (2004),5.88576
300,3134,Grand Illusion (La grande illusion) (1937),5.88015
300,3334,Key Largo (1948),5.8594685
300,3379,On the Beach (1959),5.858208
300,82,Antonia's Line (Antonia) (1995),5.8391953
300,945,Top Hat (1935),5.8355145
300,1256,Duck Soup (1933),5.823414
300,7748,Pierrot le fou (1965),5.822072
300,3030,Yojimbo (1961),5.8164735
300,1537,Shall We Dance? (Shall We Dansu?) (1996),5.8120995
300,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",5.8093724
300,2202,Lifeboat (1944),5.7962866
300,8477,"Jetée, La (1962)",5.789433
300,1227,Once Upon a Time in America (1984),5.7707014
300,7028,Quick Change (1990),5.7644343
300,3088,Harvey (1950),5.763072
300,2936,Sullivan's Travels (1941),5.7584715
300,3152,"Last Picture Show, The (1971)",5.704684
300,2019,Seven Samurai (Shichinin no samurai) (1954),5.702356
300,68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),5.6639147
300,6296,"Mighty Wind, A (2003)",5.6626506
300,95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),5.6565356
300,5291,Rashomon (Rashômon) (1950),5.6524
300,522,Romper Stomper (1992),5.6476765
460,6650,Kind Hearts and Coronets (1949),6.200137
460,3925,Stranger Than Paradise (1984),5.904981
460,417,Barcelona (1994),5.790438
460,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),5.725498
460,4802,Operation Petticoat (1959),5.5459785
460,4029,State and Main (2000),5.442157
460,2131,Autumn Sonata (Höstsonaten) (1978),5.4318724
460,171011,Planet Earth II (2016),5.404131
460,80586,Flipped (2010),5.3949037
460,5034,"Truly, Madly, Deeply (1991)",5.36881
460,7121,Adam's Rib (1949),5.3110857
460,26133,"Charlie Brown Christmas, A (1965)",5.3100386
460,89904,The Artist (2011),5.3046894
460,93008,"Very Potter Sequel, A (2010)",5.2858796
460,77846,12 Angry Men (1997),5.2858796
460,25906,Mr. Skeffington (1944),5.2858796
460,72226,Fantastic Mr. Fox (2009),5.2740245
460,3022,"General, The (1926)",5.2555766
460,159817,Planet Earth (2006),5.2495875
460,6466,Mississippi Masala (1991),5.2450137
460,86377,Louis C.K.: Shameless (2007),5.2362137
460,2017,Babes in Toyland (1961),5.19763
460,171495,Cosmos,5.195062
460,82,Antonia's Line (Antonia) (1995),5.173565
460,2905,Sanjuro (Tsubaki Sanjûrô) (1962),5.1722045
460,5014,I Am Sam (2001),5.1221266
460,2469,Peggy Sue Got Married (1986),5.111668
460,183897,Isle of Dogs (2018),5.107664
460,78836,Enter the Void (2009),5.1053205
460,916,Roman Holiday (1953),5.093738
460,33649,Saving Face (2004),5.0915537
460,3060,"Commitments, The (1991)",5.078934
460,170705,Band of Brothers (2001),5.078169
460,103141,Monsters University (2013),5.056911
460,89745,"Avengers, The (2012)",5.056375
460,3379,On the Beach (1959),5.0512195
460,1446,Kolya (Kolja) (1996),5.049998
460,59387,"Fall, The (2006)",5.0494843
460,1366,"Crucible, The (1996)",5.040072
460,115617,Big Hero 6 (2014),5.0333476
460,4225,"Dish, The (2001)",5.0230227
460,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",5.015766
460,4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),5.0058966
460,112175,How to Train Your Dragon 2 (2014),5.0034065
460,7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),5.0025406
460,86345,Louis C.K.: Hilarious (2010),4.999314
460,8207,"Day of the Jackal, The (1973)",4.9873357
460,43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),4.979957
460,3451,Guess Who's Coming to Dinner (1967),4.9789686
460,63082,Slumdog Millionaire (2008),4.9784093
350,2693,Trekkies (1997),7.58253
350,5666,"Rules of Attraction, The (2002)",6.365229
350,89753,Tinker Tailor Soldier Spy (2011),6.3017917
350,2524,"Towering Inferno, The (1974)",6.0901475
350,86320,Melancholia (2011),6.053711
350,3036,"Quest for Fire (Guerre du feu, La) (1981)",5.9813538
350,2070,Tender Mercies (1983),5.793118
350,40581,Just Friends (2005),5.7624927
350,48982,Flushed Away (2006),5.610769
350,3200,"Last Detail, The (1973)",5.5654693
350,48322,Jackass Number Two (2006),5.549765
350,7034,Show Me Love (Fucking Åmål) (1998),5.5466647
350,5650,Strange Brew (1983),5.5298004
350,945,Top Hat (1935),5.5137634
350,73569,Project A 2 ('A' gai wak juk jap) (1987),5.507138
350,4880,Life as a House (2001),5.4976077
350,3993,Quills (2000),5.472255
350,3925,Stranger Than Paradise (1984),5.4529686
350,1232,Stalker (1979),5.4527364
350,5785,Jackass: The Movie (2002),5.406186
350,6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",5.404673
350,33090,Mutant Aliens (2001),5.355948
350,6932,Shattered Glass (2003),5.3535824
350,183897,Isle of Dogs (2018),5.346931
350,3436,Dying Young (1991),5.3361654
350,446,Farewell My Concubine (Ba wang bie ji) (1993),5.329749
350,932,"Affair to Remember, An (1957)",5.3112717
350,98279,"Fantastic Fear of Everything, A (2012)",5.2852993
350,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),5.2789373
350,88746,Terri (2011),5.2711816
350,951,His Girl Friday (1940),5.2633257
350,86347,Louis C.K.: Chewed Up (2008),5.245238
350,85881,Win Win (2011),5.23997
350,1255,Bad Taste (1987),5.237508
350,134368,Spy (2015),5.2314754
350,158882,All Yours (2016),5.2267222
350,158398,World of Glory (1991),5.2267222
350,157775,Tenchi Muyô! In Love (1996),5.2267222
350,156025,Ice Age: The Great Egg-Scapade (2016),5.2267222
350,150554,The Love Bug (1997),5.2267222
350,149566,Unicorn City (2012),5.2267222
350,149508,Spellbound (2011),5.2267222
350,149350,Lumberjack Man (2015),5.2267222
350,147410,A Perfect Day (2015),5.2267222
350,146684,Cosmic Scrat-tastrophe (2015),5.2267222
350,143559,L.A. Slasher (2015),5.2267222
350,143031,Jump In! (2007),5.2267222
350,142444,The Editor (2015),5.2267222
350,141928,Bloodsucking Bastards (2015),5.2267222
350,140133,Hollywood Chainsaw Hookers (1988),5.2267222
330,70994,Halloween II (2009),8.171089
330,2936,Sullivan's Travels (1941),6.7993546
330,674,Barbarella (1968),6.637887
330,95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),6.3419013
330,1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",6.233377
330,1147,When We Were Kings (1996),6.2140174
330,2971,All That Jazz (1979),6.2052903
330,1096,Sophie's Choice (1982),6.1753855
330,103984,"Great Beauty, The (Grande Bellezza, La) (2013)",6.1553264
330,4978,Lantana (2001),5.996784
330,1701,Deconstructing Harry (1997),5.9843736
330,971,Cat on a Hot Tin Roof (1958),5.9830456
330,3334,Key Largo (1948),5.9710264
330,1957,Chariots of Fire (1981),5.902469
330,177593,"Three Billboards Outside Ebbing, Missouri (2017)",5.9019394
330,49932,Inland Empire (2006),5.893674
330,3521,Mystery Train (1989),5.875911
330,5048,Snow Dogs (2002),5.8701177
330,2112,Grand Canyon (1991),5.8443217
330,7076,Bullitt (1968),5.8175416
330,2469,Peggy Sue Got Married (1986),5.813949
330,7139,In America (2002),5.7552776
330,3513,Rules of Engagement (2000),5.7398877
330,8633,"Last Starfighter, The (1984)",5.73494
330,8154,"Dolce Vita, La (1960)",5.72099
330,3846,Easy Money (1983),5.7200994
330,8951,Vera Drake (2004),5.7093806
330,52712,"Invisible, The (2007)",5.7047887
330,5466,My Wife is an Actress (Ma Femme est une Actrice) (2001),5.6923227
330,1966,Metropolitan (1990),5.6865106
330,3754,"Adventures of Rocky and Bullwinkle, The (2000)",5.6539683
330,8521,Dr. Jekyll and Mr. Hyde (1931),5.6386814
330,8482,"Picture of Dorian Gray, The (1945)",5.6386814
330,7883,I Walked with a Zombie (1943),5.6386814
330,6187,"Life of David Gale, The (2003)",5.628657
330,3925,Stranger Than Paradise (1984),5.6275673
330,3404,Titanic (1953),5.6274524
330,53123,Once (2006),5.597297
330,2563,Dangerous Beauty (1998),5.5868664
330,7116,Diabolique (Les diaboliques) (1955),5.5827174
330,8610,All of Me (1984),5.5778484
330,8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",5.568795
330,5992,"Hours, The (2002)",5.5669823
330,1392,Citizen Ruth (1996),5.566377
330,4334,Yi Yi (2000),5.5581894
330,84847,Emma (2009),5.544349
330,4389,Lost and Delirious (2001),5.540526
330,3272,Bad Lieutenant (1992),5.529707
330,2759,Dick (1999),5.4941206
330,5222,Kissing Jessica Stein (2001),5.493205
230,73042,Alvin and the Chipmunks: The Squeakquel (2009),13.840633
230,6686,"Medallion, The (2003)",13.373398
230,86320,Melancholia (2011),12.759016
230,89753,Tinker Tailor Soldier Spy (2011),11.346999
230,132422,Da Sweet Blood of Jesus (2014),11.315947
230,3272,Bad Lieutenant (1992),11.156334
230,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",11.083704
230,26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),10.966278
230,8372,Garfield: The Movie (2004),10.954993
230,74754,"Room, The (2003)",10.9018955
230,5621,"Tuxedo, The (2002)",10.629647
230,128968,Stitch! The Movie (2003),10.514537
230,121097,To Grandmother's House We Go (1992),10.492489
230,66943,"Cottage, The (2008)",10.434545
230,7164,Peter Pan (2003),10.295275
230,55280,Lars and the Real Girl (2007),10.14847
230,87485,Bad Teacher (2011),10.116826
230,3991,102 Dalmatians (2000),10.073862
230,2693,Trekkies (1997),9.81478
230,5480,Stuart Little 2 (2002),9.644485
230,158882,All Yours (2016),9.537185
230,158398,World of Glory (1991),9.537185
230,157775,Tenchi Muyô! In Love (1996),9.537185
230,156025,Ice Age: The Great Egg-Scapade (2016),9.537185
230,150554,The Love Bug (1997),9.537185
230,149566,Unicorn City (2012),9.537185
230,149508,Spellbound (2011),9.537185
230,149350,Lumberjack Man (2015),9.537185
230,147410,A Perfect Day (2015),9.537185
230,146684,Cosmic Scrat-tastrophe (2015),9.537185
230,143559,L.A. Slasher (2015),9.537185
230,143031,Jump In! (2007),9.537185
230,142444,The Editor (2015),9.537185
230,141928,Bloodsucking Bastards (2015),9.537185
230,140133,Hollywood Chainsaw Hookers (1988),9.537185
230,139640,Ooops! Noah is Gone... (2015),9.537185
230,136834,The Eye: Infinity (2005),9.537185
230,136503,Tom and Jerry: Shiver Me Whiskers (2006),9.537185
230,136359,Scooby-Doo Goes Hollywood (1979),9.537185
230,136355,Big Top Scooby-Doo! (2012),9.537185
230,136353,Scooby-Doo! and the Loch Ness Monster (2004),9.537185
230,136341,Scooby-Doo! and the Samurai Sword (2009),9.537185
230,134847,Ghost Graduation (2012),9.537185
230,134004,What Love Is (2007),9.537185
230,132153,Buzzard (2015),9.537185
230,131610,Willy/Milly (1986),9.537185
230,131130,Tom and Jerry: A Nutcracker Tale (2007),9.537185
230,131098,Saving Santa (2013),9.537185
230,128087,Trinity and Sartana Are Coming (1972),9.537185
230,126921,The Fox and the Hound 2 (2006),9.537185
190,2070,Tender Mercies (1983),5.6228037
190,183897,Isle of Dogs (2018),5.6023097
190,1218,"Killer, The (Die xue shuang xiong) (1989)",5.5522466
190,1914,Smoke Signals (1998),5.500985
190,8951,Vera Drake (2004),5.4793863
190,154,Beauty of the Day (Belle de jour) (1967),5.3478594
190,3436,Dying Young (1991),5.323547
190,170705,Band of Brothers (2001),5.2921333
190,2937,"Palm Beach Story, The (1942)",5.280739
190,2131,Autumn Sonata (Höstsonaten) (1978),5.268236
190,150548,Sherlock: The Abominable Bride (2016),5.2001457
190,2905,Sanjuro (Tsubaki Sanjûrô) (1962),5.1966166
190,6375,Gigantic (A Tale of Two Johns) (2002),5.1714644
190,65642,"Timecrimes (Cronocrímenes, Los) (2007)",5.170505
190,945,Top Hat (1935),5.1520157
190,44761,Brick (2005),5.1410375
190,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),5.121058
190,8477,"Jetée, La (1962)",5.089247
190,5034,"Truly, Madly, Deeply (1991)",5.0836735
190,905,It Happened One Night (1934),5.062289
190,6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",5.056078
190,2731,"400 Blows, The (Les quatre cents coups) (1959)",5.0548325
190,6818,Come and See (Idi i smotri) (1985),5.034004
190,1596,Career Girls (1997),5.0316415
190,25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",5.004806
190,456,Fresh (1994),4.9940886
190,92535,Louis C.K.: Live at the Beacon Theater (2011),4.9818926
190,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.977491
190,1279,Night on Earth (1991),4.960211
190,106782,"Wolf of Wall Street, The (2013)",4.950424
190,119145,Kingsman: The Secret Service (2015),4.946976
190,3083,All About My Mother (Todo sobre mi madre) (1999),4.9445558
190,1223,"Grand Day Out with Wallace and Gromit, A (1989)",4.94323
190,170355,Mulholland Dr. (1999),4.9410152
190,5915,Victory (a.k.a. Escape to Victory) (1981),4.9373507
190,56921,Battlestar Galactica: Razor (2007),4.929516
190,26471,Eddie Murphy Delirious (1983),4.9164886
190,97,"Hate (Haine, La) (1995)",4.9031196
190,914,My Fair Lady (1964),4.8913655
190,27731,"Cat Returns, The (Neko no ongaeshi) (2002)",4.889955
190,3676,Eraserhead (1977),4.88745
190,122926,Untitled Spider-Man Reboot (2017),4.8840046
190,3521,Mystery Train (1989),4.8786674
190,8607,Tokyo Godfathers (2003),4.877132
190,928,Rebecca (1940),4.8698854
190,72733,Invictus (2009),4.862502
190,159817,Planet Earth (2006),4.854062
190,3435,Double Indemnity (1944),4.850097
190,1246,Dead Poets Society (1989),4.8474145
190,6650,Kind Hearts and Coronets (1949),4.845634
360,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),9.44111
360,89904,The Artist (2011),9.433046
360,130634,Furious 7 (2015),8.649238
360,70946,Troll 2 (1990),8.508734
360,5135,Monsoon Wedding (2001),8.029255
360,86644,"Fast Five (Fast and the Furious 5, The) (2011)",7.910512
360,25825,Fury (1936),7.7590094
360,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",7.737488
360,158783,The Handmaiden (2016),7.6987624
360,49274,Happy Feet (2006),7.69288
360,88129,Drive (2011),7.6647906
360,136562,Steve Jobs (2015),7.657534
360,2360,"Celebration, The (Festen) (1998)",7.64383
360,110130,"Nut Job, The (2014)",7.6310062
360,7123,Naked Lunch (1991),7.566227
360,194,Smoke (1995),7.5662155
360,25850,Holiday (1938),7.547499
360,132800,Welcome to Me (2014),7.468611
360,1952,Midnight Cowboy (1969),7.4180117
360,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),7.3856397
360,3730,"Conversation, The (1974)",7.3164153
360,931,Spellbound (1945),7.2914248
360,1354,Breaking the Waves (1996),7.2818584
360,167746,The Lego Batman Movie (2017),7.2718735
360,3037,Little Big Man (1970),7.255931
360,5292,Slap Shot (1977),7.1980357
360,73344,"Prophet, A (Un Prophète) (2009)",7.1870246
360,103341,"World's End, The (2013)",7.184849
360,112623,Dawn of the Planet of the Apes (2014),7.1783714
360,2476,Heartbreak Ridge (1986),7.1707134
360,60766,Man on Wire (2008),7.15475
360,5485,Tadpole (2002),7.1475487
360,80862,Catfish (2010),7.127496
360,1103,Rebel Without a Cause (1955),7.1264067
360,1296,"Room with a View, A (1986)",7.1112723
360,1217,Ran (1985),7.0867896
360,4437,Suspiria (1977),7.075754
360,49651,Rocky Balboa (2006),7.0367002
360,32582,"Wild Parrots of Telegraph Hill, The (2003)",7.0239706
360,71464,"Serious Man, A (2009)",6.9827757
360,8970,Finding Neverland (2004),6.9663315
360,164909,La La Land (2016),6.9432693
360,3099,Shampoo (1975),6.9348893
360,7327,Persona (1966),6.924833
360,2732,Jules and Jim (Jules et Jim) (1961),6.92214
360,168250,Get Out (2017),6.9090123
360,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),6.8915787
360,68237,Moon (2009),6.8859725
360,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",6.8565135
360,2171,Next Stop Wonderland (1998),6.8427625
140,1034,Freeway (1996),5.7374005
